"","lake","month","date","depth","temp","pH","do_mgl","cond","do_sat","tempF"
"4596","Otsego Lake","Jul","7/27/2001",40,4.15,7.28,6.98,0.293,NA,39.47
"4597","Otsego Lake","Jul","7/27/2001",42,4.1,7.25,6.26,0.295,NA,39.38
"4598","Otsego Lake","Jul","7/27/2001",44,3.46,7.24,6.25,0.295,NA,38.228
"4599","Otsego Lake","Jul","7/27/2001",46,3.9,7.21,4.98,0.298,NA,39.02
"4600","Otsego Lake","Jul","7/27/2001",48,3.89,7.2,4.39,0.299,NA,39.002
"4601","Otsego Lake","Sep","9/2/1999",0.1,21.73,8.6,9.15,0.226,NA,71.114
"4602","Otsego Lake","Jul","7/12/2001",2,20.75,NA,8.97,0.224,NA,69.35
"4603","Otsego Lake","Jul","7/12/2001",4,20.69,NA,8.95,0.224,NA,69.242
"4604","Otsego Lake","Jul","7/12/2001",6,20.65,NA,8.87,0.224,NA,69.17
"4605","Otsego Lake","Jul","7/12/2001",8,16.28,NA,9.02,0.234,NA,61.304
"4606","Otsego Lake","Jul","7/12/2001",10,10.12,NA,8.29,0.241,NA,50.216
"4607","Otsego Lake","Jul","7/12/2001",12,7.59,NA,7.95,0.24,NA,45.662
"4608","Otsego Lake","Jul","7/12/2001",14,7.05,NA,7.89,0.24,NA,44.69
"4609","Otsego Lake","Jul","7/12/2001",16,6.57,NA,7.91,0.24,NA,43.826
"4610","Otsego Lake","Jul","7/12/2001",18,6.11,NA,7.9,0.24,NA,42.998
"4611","Otsego Lake","Jul","7/12/2001",20,5.89,NA,7.9,0.24,NA,42.602
"4612","Otsego Lake","Jul","7/12/2001",25,5.26,NA,7.98,0.24,NA,41.468
"4613","Otsego Lake","Jul","7/12/2001",30,4.86,NA,8.16,0.24,NA,40.748
"4614","Otsego Lake","Jul","7/12/2001",35,4.4,NA,8.22,0.24,NA,39.92
"4615","Otsego Lake","Jul","7/12/2001",40,4.15,NA,7.78,0.242,NA,39.47
"4616","Otsego Lake","Jul","7/12/2001",42,4,NA,7.29,0.243,NA,39.2
"4617","Otsego Lake","Jul","7/12/2001",44,3.92,NA,6.31,0.245,NA,39.056
"4618","Otsego Lake","Jul","7/12/2001",46,3.92,NA,6.18,0.245,NA,39.056
"4619","Otsego Lake","Jul","7/12/2001",48,3.92,NA,6.1,NA,NA,39.056
"4620","Otsego Lake","Sep","9/27/1999",0.1,16.42,8.39,9.27,0.234,NA,61.556
"4621","Otsego Lake","Jun","6/28/2001",2,22.02,8.19,10.9,0.225,NA,71.636
"4622","Otsego Lake","Jun","6/28/2001",4,21.5,8.27,11.19,0.224,NA,70.7
"4623","Otsego Lake","Jun","6/28/2001",6,19.49,8.37,11.48,0.225,NA,67.082
"4624","Otsego Lake","Jun","6/28/2001",8,14.82,8.49,11.86,0.232,NA,58.676
"4625","Otsego Lake","Jun","6/28/2001",10,11.3,8.6,11.5,0.236,NA,52.34
"4626","Otsego Lake","Jun","6/28/2001",12,8.98,8.76,10.34,0.238,NA,48.164
"4627","Otsego Lake","Jun","6/28/2001",14,7.62,8.88,9.78,0.238,NA,45.716
"4628","Otsego Lake","Jun","6/28/2001",16,7.07,8.91,9.64,0.238,NA,44.726
"4629","Otsego Lake","Jun","6/28/2001",18,6.5,8.91,9.44,0.238,NA,43.7
"4630","Otsego Lake","Jun","6/28/2001",20,6.25,8.88,9.44,0.238,NA,43.25
"4631","Otsego Lake","Jun","6/28/2001",25,5.29,8.9,9.59,0.237,NA,41.522
"4632","Otsego Lake","Jun","6/28/2001",30,4.86,8.87,9.54,0.237,NA,40.748
"4633","Otsego Lake","Jun","6/28/2001",35,4.5,8.85,9.5,0.237,NA,40.1
"4634","Otsego Lake","Jun","6/28/2001",40,4.02,8.83,9.35,0.239,NA,39.236
"4635","Otsego Lake","Jun","6/28/2001",42,3.97,8.79,9.19,0.239,NA,39.146
"4636","Otsego Lake","Jun","6/28/2001",44,3.94,8.73,8.6,0.241,NA,39.092
"4637","Otsego Lake","Jun","6/28/2001",46,3.89,8.71,8.15,0.242,NA,39.002
"4638","Otsego Lake","Jun","6/28/2001",48,3.88,8.66,7.69,0.242,NA,38.984
"4639","Otsego Lake","Oct","10/21/1999",0.1,11.75,8.12,9.15,0.258,NA,53.15
"4640","Otsego Lake","Jun","6/15/2001",2,19.71,8.35,11.53,0.18,NA,67.478
"4641","Otsego Lake","Jun","6/15/2001",4,17.23,8.49,11.23,0.179,NA,63.014
"4642","Otsego Lake","Jun","6/15/2001",6,16.25,8.53,12.13,0.179,NA,61.25
"4643","Otsego Lake","Jun","6/15/2001",8,14.18,8.63,12.16,0.182,NA,57.524
"4644","Otsego Lake","Jun","6/15/2001",10,10.48,8.65,11.15,0.187,NA,50.864
"4645","Otsego Lake","Jun","6/15/2001",12,8.69,8.73,10.59,0.187,NA,47.642
"4646","Otsego Lake","Jun","6/15/2001",14,7.26,8.82,9.94,0.187,NA,45.068
"4647","Otsego Lake","Jun","6/15/2001",16,6.85,8.85,9.67,0.187,NA,44.33
"4648","Otsego Lake","Jun","6/15/2001",18,6.14,8.86,9.58,0.187,NA,43.052
"4649","Otsego Lake","Jun","6/15/2001",20,5.78,8.85,9.35,0.187,NA,42.404
"4650","Otsego Lake","Jun","6/15/2001",25,5.2,8.83,9.29,0.187,NA,41.36
"4651","Otsego Lake","Jun","6/15/2001",30,4.75,8.81,9.39,0.187,NA,40.55
"4652","Otsego Lake","Jun","6/15/2001",35,4.42,8.77,9.14,0.188,NA,39.956
"4653","Otsego Lake","Jun","6/15/2001",40,4.03,8.72,9.06,0.189,NA,39.254
"4654","Otsego Lake","Jun","6/15/2001",42,3.97,8.67,8.89,0.189,NA,39.146
"4655","Otsego Lake","Jun","6/15/2001",44,3.92,8.63,8.72,0.19,NA,39.056
"4656","Otsego Lake","Jun","6/15/2001",46,3.89,8.59,7.48,0.19,NA,39.002
"4657","Otsego Lake","Jun","6/15/2001",48,3.92,8.55,8.21,0.19,NA,39.056
"4658","Otsego Lake","Nov","11/5/1999",0.1,9.77,8,9.64,0.254,NA,49.586
"4659","Otsego Lake","May","5/17/2001",2,11.44,8.12,11.44,0.27,NA,52.592
"4660","Otsego Lake","May","5/17/2001",4,11.32,8.12,11.45,0.27,NA,52.376
"4661","Otsego Lake","May","5/17/2001",6,11.03,8.11,11.47,0.27,NA,51.854
"4662","Otsego Lake","May","5/17/2001",8,9.18,7.95,11.13,0.27,NA,48.524
"4663","Otsego Lake","May","5/17/2001",10,8.23,7.89,11.16,0.272,NA,46.814
"4664","Otsego Lake","May","5/17/2001",12,7.27,7.8,11.03,0.27,NA,45.086
"4665","Otsego Lake","May","5/17/2001",14,6.11,7.73,10.81,0.271,NA,42.998
"4666","Otsego Lake","May","5/17/2001",16,5.48,7.64,10.63,0.27,NA,41.864
"4667","Otsego Lake","May","5/17/2001",18,5.13,7.59,10.42,0.271,NA,41.234
"4668","Otsego Lake","May","5/17/2001",20,4.85,7.55,10.33,0.271,NA,40.73
"4669","Otsego Lake","May","5/17/2001",25,4.41,7.5,10.17,0.272,NA,39.938
"4670","Otsego Lake","May","5/17/2001",30,4.13,7.47,10.04,0.272,NA,39.434
"4671","Otsego Lake","May","5/17/2001",35,3.88,7.44,9.91,0.273,NA,38.984
"4672","Otsego Lake","May","5/17/2001",40,3.75,7.41,9.6,0.274,NA,38.75
"4673","Otsego Lake","May","5/17/2001",42,3.7,7.4,9.48,0.275,NA,38.66
"4674","Otsego Lake","May","5/17/2001",44,3.66,7.38,9.37,0.275,NA,38.588
"4675","Otsego Lake","May","5/17/2001",46,3.66,7.37,9.33,0.275,NA,38.588
"4676","Otsego Lake","May","5/17/2001",48,3.65,7.36,9.26,0.275,NA,38.57
"4677","Otsego Lake","Nov","11/18/1999",0.1,7.61,7.68,9.57,0.259,NA,45.698
"4678","Otsego Lake","Mar","3/15/2001",2,1.83,7.36,11.63,0.276,NA,35.294
"4679","Otsego Lake","Mar","3/15/2001",4,2.14,7.34,11.4,0.271,NA,35.852
"4680","Otsego Lake","Mar","3/15/2001",6,2.14,7.86,11.26,0.273,NA,35.852
"4681","Otsego Lake","Mar","3/15/2001",8,2.2,7.81,10.83,0.274,NA,35.96
"4682","Otsego Lake","Mar","3/15/2001",10,2.22,7.8,10.66,0.276,NA,35.996
"4683","Otsego Lake","Mar","3/15/2001",12,2.34,7.79,10.54,0.276,NA,36.212
"4684","Otsego Lake","Mar","3/15/2001",14,2.4,7.79,10.39,0.278,NA,36.32
"4685","Otsego Lake","Mar","3/15/2001",16,2.41,7.79,10.44,0.281,NA,36.338
"4686","Otsego Lake","Mar","3/15/2001",18,2.38,7.79,10.54,0.284,NA,36.284
"4687","Otsego Lake","Mar","3/15/2001",20,2.38,7.8,10.6,0.284,NA,36.284
"4688","Otsego Lake","Mar","3/15/2001",25,2.61,7.75,10.07,0.281,NA,36.698
"4689","Otsego Lake","Mar","3/15/2001",30,2.59,7.74,9.84,0.283,NA,36.662
"4690","Otsego Lake","Mar","3/15/2001",35,2.52,7.74,9.85,0.289,NA,36.536
"4691","Otsego Lake","Mar","3/15/2001",40,2.54,7.73,9.67,0.294,NA,36.572
"4692","Otsego Lake","Mar","3/15/2001",42,2.54,7.72,9.64,0.296,NA,36.572
"4693","Otsego Lake","Mar","3/15/2001",44,2.51,7.72,9.62,0.302,NA,36.518
"4694","Otsego Lake","Mar","3/15/2001",46,2.72,7.62,8.55,0.312,NA,36.896
"4695","Otsego Lake","Mar","3/15/2001",48,2.6,7.65,8.85,0.323,NA,36.68
"4696","Otsego Lake","Dec","12/2/1999",0.1,6.8,7.55,9.55,0.261,NA,44.24
"4697","Otsego Lake","Mar","3/2/2001",2,2.01,7.46,11.51,0.281,NA,35.618
"4698","Otsego Lake","Mar","3/2/2001",4,2.14,7.4,11.3,0.28,NA,35.852
"4699","Otsego Lake","Mar","3/2/2001",6,2.12,7.45,11.35,0.283,NA,35.816
"4700","Otsego Lake","Mar","3/2/2001",8,2.12,7.45,11.46,0.284,NA,35.816
"4701","Otsego Lake","Mar","3/2/2001",10,2.14,7.45,11.48,0.285,NA,35.852
"4702","Otsego Lake","Mar","3/2/2001",12,2.16,7.45,11.48,0.285,NA,35.888
"4703","Otsego Lake","Mar","3/2/2001",14,2.18,7.43,11.25,0.287,NA,35.924
"4704","Otsego Lake","Mar","3/2/2001",16,2.3,7.39,10.68,0.282,NA,36.14
"4705","Otsego Lake","Mar","3/2/2001",18,2.56,7.34,10.09,0.28,NA,36.608
"4706","Otsego Lake","Mar","3/2/2001",20,2.69,7.31,9.7,0.281,NA,36.842
"4707","Otsego Lake","Mar","3/2/2001",25,2.75,7.27,9.32,0.283,NA,36.95
"4708","Otsego Lake","Mar","3/2/2001",30,2.7,7.25,9.22,0.288,NA,36.86
"4709","Otsego Lake","Mar","3/2/2001",35,2.66,7.25,9.26,0.29,NA,36.788
"4710","Otsego Lake","Mar","3/2/2001",40,2.57,7.27,9.59,0.296,NA,36.626
"4711","Otsego Lake","Mar","3/2/2001",42,2.54,7.27,9.66,0.3,NA,36.572
"4712","Otsego Lake","Mar","3/2/2001",44,2.53,7.27,9.65,0.302,NA,36.554
"4713","Otsego Lake","Mar","3/2/2001",46,2.54,7.24,9.38,0.31,NA,36.572
"4714","Otsego Lake","Mar","3/2/2001",48,2.62,7.17,8.82,0.326,NA,36.716
"4715","Otsego Lake","Dec","12/17/1999",0.1,5.62,7.5,9.87,NA,NA,42.116
"4716","Otsego Lake","Jan","1/19/2001",2,1.09,7.72,11.95,0.278,NA,33.962
"4717","Otsego Lake","Jan","1/19/2001",4,1.44,7.65,11.2,0.274,NA,34.592
"4718","Otsego Lake","Jan","1/19/2001",6,1.61,7.62,10.95,0.274,NA,34.898
"4719","Otsego Lake","Jan","1/19/2001",8,1.79,7.6,10.73,0.275,NA,35.222
"4720","Otsego Lake","Jan","1/19/2001",10,2.04,7.58,10.59,0.274,NA,35.672
"4721","Otsego Lake","Jan","1/19/2001",12,2.18,7.58,10.52,0.275,NA,35.924
"4722","Otsego Lake","Jan","1/19/2001",14,2.36,7.57,10.43,0.276,NA,36.248
"4723","Otsego Lake","Jan","1/19/2001",16,2.28,7.57,10.3,0.274,NA,36.104
"4724","Otsego Lake","Jan","1/19/2001",18,2.37,7.56,10.26,0.279,NA,36.266
"4725","Otsego Lake","Jan","1/19/2001",20,2.68,7.56,10.2,0.278,NA,36.824
"4726","Otsego Lake","Jan","1/19/2001",25,2.82,7.55,10,0.276,NA,37.076
"4727","Otsego Lake","Jan","1/19/2001",30,2.84,7.55,9.86,0.276,NA,37.112
"4728","Otsego Lake","Jan","1/19/2001",35,2.81,7.54,9.76,0.278,NA,37.058
"4729","Otsego Lake","Jan","1/19/2001",40,2.82,7.52,9.58,0.281,NA,37.076
"4730","Otsego Lake","Jan","1/19/2001",42,2.86,7.51,9.45,0.281,NA,37.148
"4731","Otsego Lake","Jan","1/19/2001",44,2.91,7.5,9.29,0.282,NA,37.238
"4732","Otsego Lake","Jan","1/19/2001",46,2.98,7.47,9.02,0.286,NA,37.364
"4733","Otsego Lake","Jan","1/19/2001",48,2.94,7.37,8.04,0.309,NA,37.292
"4734","Otsego Lake","Dec","12/30/1999",0.1,3.62,7.64,10.86,0.254,NA,38.516
"4735","Otsego Lake","Dec","12/1/2000",2,6.09,7.86,9.4,0.271,NA,42.962
"4736","Otsego Lake","Dec","12/1/2000",4,6.09,7.86,9.31,0.271,NA,42.962
"4737","Otsego Lake","Dec","12/1/2000",6,6.1,7.85,9.29,0.271,NA,42.98
"4738","Otsego Lake","Dec","12/1/2000",8,6.08,7.85,9.27,0.272,NA,42.944
"4739","Otsego Lake","Dec","12/1/2000",10,6.08,7.85,9.26,0.272,NA,42.944
"4740","Otsego Lake","Dec","12/1/2000",12,6.09,7.85,9.23,0.271,NA,42.962
"4741","Otsego Lake","Dec","12/1/2000",14,6.09,7.85,9.21,0.271,NA,42.962
"4742","Otsego Lake","Dec","12/1/2000",16,6.09,7.85,9.2,0.271,NA,42.962
"4743","Otsego Lake","Dec","12/1/2000",18,6.09,7.86,9.2,0.271,NA,42.962
"4744","Otsego Lake","Dec","12/1/2000",20,6.09,7.85,9.19,0.271,NA,42.962
"4745","Otsego Lake","Dec","12/1/2000",25,6.1,7.84,9.11,0.272,NA,42.98
"4746","Otsego Lake","Dec","12/1/2000",30,6.08,7.83,8.92,0.272,NA,42.944
"4747","Otsego Lake","Dec","12/1/2000",35,5.79,7.69,7.14,0.278,NA,42.422
"4748","Otsego Lake","Dec","12/1/2000",40,5.44,7.52,4.39,0.283,NA,41.792
"4749","Otsego Lake","Dec","12/1/2000",42,5.27,7.37,3.02,0.284,NA,41.486
"4750","Otsego Lake","Dec","12/1/2000",44,5.17,7.35,2.08,0.286,NA,41.306
"4751","Otsego Lake","Dec","12/1/2000",46,5.16,7.35,1.91,0.286,NA,41.288
"4752","Otsego Lake","Dec","12/1/2000",48,5.12,7.36,1.43,0.287,NA,41.216
"4753","Otsego Lake","Feb","2/15/2000",0.1,0.11,8.11,14.46,0.273,NA,32.198
"4754","Otsego Lake","Nov","11/3/2000",2,10.24,8.04,9.48,0.267,NA,50.432
"4755","Otsego Lake","Nov","11/3/2000",4,10.24,8.03,9.45,0.267,NA,50.432
"4756","Otsego Lake","Nov","11/3/2000",6,10.24,8.03,9.41,0.267,NA,50.432
"4757","Otsego Lake","Nov","11/3/2000",8,10.22,8.01,9.31,0.268,NA,50.396
"4758","Otsego Lake","Nov","11/3/2000",10,10.19,7.99,9.18,0.268,NA,50.342
"4759","Otsego Lake","Nov","11/3/2000",12,10.14,8.95,7.97,0.269,NA,50.252
"4760","Otsego Lake","Nov","11/3/2000",14,10.07,7.93,8.77,0.269,NA,50.126
